,panelLength,stiffenerPitch,panelThickness,panelPlyFractions,stiffenerHeight,stiffenerThickness,stiffenerPlyFractions
RIBS/RIB.00/SEG.00,0.5862909833001789,0.15,0.002854641606967315,[0.1  0.35 0.35 0.2 ],0.03478934654956694,0.0011596448849855662,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.01/SEG.00,0.5447270319999999,0.15,0.002629681657180203,[0.1  0.35 0.35 0.2 ],0.03208302131462796,0.0010694340438209317,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.02/SEG.00,0.4919728275000001,0.15,0.0025158220982303453,[0.1  0.35 0.35 0.2 ],0.028938575871683626,0.0010679604023446244,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.03/SEG.00,0.4252157850000002,0.15,0.0014253865100128055,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333332,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.04/SEG.00,0.4101025243999997,0.15,0.002755394377047883,[0.1  0.35 0.35 0.2 ],0.025,0.0015809624330685719,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.05/SEG.00,0.39498926510000004,0.15,0.002790714873521768,[0.1  0.35 0.35 0.2 ],0.025,0.0012934384483446418,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.06/SEG.00,0.3798760042999999,0.15,0.0030111270371485327,[0.1  0.35 0.35 0.2 ],0.025,0.0012498744061394463,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.07/SEG.00,0.3647627450000001,0.15,0.003043880391165752,[0.1  0.35 0.35 0.2 ],0.025,0.0012777689019395123,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.08/SEG.00,0.34964948610000013,0.15,0.003049632304361485,[0.1  0.35 0.35 0.2 ],0.025,0.0013101001359030506,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.09/SEG.00,0.3345362254,0.15,0.0030145959795132783,[0.1  0.35 0.35 0.2 ],0.025,0.001340191758169709,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.10/SEG.00,0.3194229668999995,0.15,0.0029492947735924196,[0.1  0.35 0.35 0.2 ],0.025,0.0013408143526291,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.11/SEG.00,0.30430970780000005,0.15,0.002877561778281274,[0.1  0.35 0.35 0.2 ],0.025,0.0013374373296538853,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.12/SEG.00,0.28919644850000015,0.15,0.002798637674292868,[0.1  0.35 0.35 0.2 ],0.025,0.0013280206724716646,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.13/SEG.00,0.2740831909000002,0.15,0.002701002331082044,[0.1  0.35 0.35 0.2 ],0.025,0.001312788244052877,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.14/SEG.00,0.25896993159999987,0.15,0.0025960298133088045,[0.1  0.35 0.35 0.2 ],0.025,0.0012852240273592914,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.15/SEG.00,0.24385667450000026,0.15,0.0024776244044078122,[0.1  0.35 0.35 0.2 ],0.025,0.0012428907320610977,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.16/SEG.00,0.2287434183999999,0.15,0.0023273298312808588,[0.1  0.35 0.35 0.2 ],0.025,0.0011723889646470202,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.17/SEG.00,0.21363016,0.15,0.002160875935545518,[0.1  0.35 0.35 0.2 ],0.025,0.0010875122968816626,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.18/SEG.00,0.19851690526990867,0.15,0.0019497732503743225,[0.1  0.35 0.35 0.2 ],0.025,0.0009686194563832979,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.19/SEG.00,0.18340365019000004,0.15,0.0016993090509908,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333328,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.20/SEG.00,0.16829039575,0.15,0.0013747378727006934,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333343,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.21/SEG.00,0.1531771448599999,0.15,0.0012470486520667267,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333328,[0.4441 0.222  0.222  0.1119]
RIBS/RIB.22/SEG.00,0.13806389243000006,0.15,0.0010897509220788592,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333311,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.00,0.5862909833,0.15,0.0025319415576931553,[0.1  0.35 0.35 0.2 ],0.030113688267280076,0.001003789608909334,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.01,0.544727032,0.15,0.0025485675694792887,[0.1  0.35 0.35 0.2 ],0.025699574352404154,0.001880631603639247,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.02,0.4919728274999998,0.15,0.0034922377076299816,[0.1  0.35 0.35 0.2 ],0.03569957435240401,0.0011899858117468023,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.03,0.42521578500000023,0.15,0.004434167030871296,[0.1  0.35 0.35 0.2 ],0.03561645799959217,0.0014251042934047512,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.04,0.4101025243999999,0.15,0.003737481207387025,[0.1  0.35 0.35 0.2 ],0.0314026945731746,0.0012941199517255476,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.05,0.39498926510000015,0.15,0.003765983384272205,[0.1  0.35 0.35 0.2 ],0.03074041652197514,0.0011942478569659692,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.06,0.37987600429999996,0.15,0.003783075050835715,[0.1  0.35 0.35 0.2 ],0.02997336607127867,0.0011855854419623156,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.07,0.36476274499999994,0.15,0.003757782834477714,[0.1  0.35 0.35 0.2 ],0.028842342720300753,0.001164392973634813,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.08,0.34964948610000013,0.15,0.003714333829624886,[0.1  0.35 0.35 0.2 ],0.02775221131248314,0.001127042288787833,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.09,0.33453622539999994,0.15,0.003660750371440758,[0.1  0.35 0.35 0.2 ],0.026722086300467858,0.0010781308488896667,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.10,0.3194229668999994,0.15,0.003590190722146827,[0.1  0.35 0.35 0.2 ],0.025641995579524176,0.0010199865388700173,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.11,0.3043097078000001,0.15,0.0035098964685760826,[0.1  0.35 0.35 0.2 ],0.025,0.0009499535375949541,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.12,0.2891964485000001,0.15,0.003419299085236915,[0.1  0.35 0.35 0.2 ],0.025,0.0008689959335940706,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.13,0.2740831909000002,0.15,0.0033162975247979106,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333283,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.14,0.2589699316,0.15,0.0032054568456841665,[0.1  0.35 0.35 0.2 ],0.025,0.000833333333333334,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.15,0.24385667449999998,0.15,0.0030789605062464327,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333351,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.16,0.2287434183999999,0.15,0.0029322242118455916,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333362,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.17,0.21363016000000012,0.15,0.0027642674245138533,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333317,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.18,0.19851690526990856,0.15,0.002559760184539724,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333353,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.19,0.18340365019,0.15,0.002298766712330624,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333297,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.20,0.16829039575000004,0.15,0.001952644736074623,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333307,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.00/SEG.21,0.15317714486,0.15,0.0014744350988491336,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333336,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.00,0.3119950441099899,0.15,0.0028932045419666004,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333219,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.01,0.34953879079999994,0.15,0.002458278325268064,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333327,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.02,0.38525631660000015,0.15,0.004958278325268063,[0.1  0.35 0.35 0.2 ],0.03499999999999997,0.0013309893878397363,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.03,0.38525631660000026,0.15,0.004455747669146218,[0.1  0.35 0.35 0.2 ],0.040533164102957916,0.0013511054700986022,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.04,0.3715523771999998,0.15,0.003795262078510019,[0.1  0.35 0.35 0.2 ],0.030533164102958112,0.0010177721367652685,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.05,0.35784843899999996,0.15,0.003671126823726343,[0.1  0.35 0.35 0.2 ],0.028700944061744168,0.0009566981353914731,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.06,0.3441445007014876,0.15,0.003554386517226177,[0.1  0.35 0.35 0.2 ],0.02730267370752859,0.0009100891235842866,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.07,0.3304405619013785,0.15,0.0034725765895306042,[0.1  0.35 0.35 0.2 ],0.026065198627244508,0.0008688399542414842,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.08,0.31673662420024745,0.15,0.0034045198796446123,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333336,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.09,0.30303268539999995,0.15,0.0033284585816548144,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.10,0.2893287481,0.15,0.0032528780390505834,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.11,0.27562481099999997,0.15,0.003174830772106363,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333332,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.12,0.26192087285067767,0.15,0.003091069870106446,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.13,0.24821693635000008,0.15,0.0029994409501145616,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.14,0.23451299956000005,0.15,0.0028972577060268545,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.15,0.22080906307078485,0.15,0.002782914783956159,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.16,0.20710512798045633,0.15,0.0026501214493809106,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.17,0.19340119179999998,0.15,0.002496514424843443,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.18,0.1796972581100001,0.15,0.002309323984562808,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.19,0.16599332542008266,0.15,0.002082493894240032,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333325,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.20,0.15228939202001324,0.15,0.001780796886357667,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333341,[0.4441 0.222  0.222  0.1119]
SPARS/SPAR.01/SEG.21,0.13858546214000173,0.15,0.001370266525747866,[0.1  0.35 0.35 0.2 ],0.025,0.0008333333333333335,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.000/SEG.00,0.4997717519885862,0.15,0.007019049537663723,[0.4441 0.222  0.222  0.1119],0.038848375443914736,0.007311981933426791,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.000/SEG.00,0.49970599660074194,0.15,0.005114626153974958,[0.4441 0.222  0.222  0.1119],0.06196963260816865,0.0046046848992863125,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.001/SEG.00,0.49996625314463217,0.15,0.006836738031191045,[0.4441 0.222  0.222  0.1119],0.03833152808684263,0.007528794747091445,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.001/SEG.00,0.4997366532232892,0.15,0.006693926895215413,[0.4441 0.222  0.222  0.1119],0.06919144741758655,0.0043477996795849546,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.002/SEG.00,0.5002917617424194,0.15,0.00789141400477542,[0.4441 0.222  0.222  0.1119],0.04833152808684263,0.006291840709115999,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.002/SEG.00,0.49994915580086874,0.15,0.009193926895215414,[0.4441 0.222  0.222  0.1119],0.0791914474175866,0.005417581069877179,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.003/SEG.00,0.7022872836530141,0.15,0.00800236916699409,[0.4441 0.222  0.222  0.1119],0.05833152808684264,0.0073815413921371345,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.003/SEG.00,0.7021318038384055,0.15,0.011305261431068605,[0.4441 0.222  0.222  0.1119],0.06919144741758658,0.0029175810698771837,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.004/SEG.00,0.7022872760625075,0.15,0.006755038971696873,[0.4441 0.222  0.222  0.1119],0.05075076994339888,0.008021385817222641,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.004/SEG.00,0.702131799812906,0.15,0.008805261431068606,[0.4441 0.222  0.222  0.1119],0.05919144741758654,0.0030426673514107427,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.005/SEG.00,0.7022872656993264,0.15,0.0067202102887764376,[0.4441 0.222  0.222  0.1119],0.05123359453097418,0.0075935904529106524,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.005/SEG.00,0.7021317932787471,0.15,0.006305261431068607,[0.4441 0.222  0.222  0.1119],0.050843422836815644,0.0034565868793629212,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.006/SEG.00,0.7022872556506704,0.15,0.006647800541834685,[0.4441 0.222  0.222  0.1119],0.05164134427774714,0.0071570673924332305,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.006/SEG.00,0.702131787348879,0.15,0.005782176414969218,[0.4441 0.222  0.222  0.1119],0.050102664886231024,0.003442566470916732,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.007/SEG.00,0.702287244715832,0.15,0.006537681052704743,[0.4441 0.222  0.222  0.1119],0.051725201494728805,0.006761773333558492,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.007/SEG.00,0.7021317809218072,0.15,0.005269695839999773,[0.4441 0.222  0.222  0.1119],0.0492549420393248,0.003389292362845935,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.008/SEG.00,0.7022872339408327,0.15,0.006412263193565403,[0.4441 0.222  0.222  0.1119],0.05179076526010508,0.006329152400635544,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.008/SEG.00,0.7021317750120362,0.15,0.004926857253837672,[0.4441 0.222  0.222  0.1119],0.048866343904029164,0.0032486561767687823,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.009/SEG.00,0.7022872198710937,0.15,0.006268828206135533,[0.4441 0.222  0.222  0.1119],0.051813432661061955,0.005881049528014432,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.009/SEG.00,0.702131766288727,0.15,0.004803628086714756,[0.4441 0.222  0.222  0.1119],0.04868900308531444,0.003031545613162501,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.010/SEG.00,0.702287205641266,0.15,0.006107736303813151,[0.4441 0.222  0.222  0.1119],0.05178991719184966,0.005419368690673406,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.010/SEG.00,0.7021317579116048,0.15,0.0046764740664807045,[0.4441 0.222  0.222  0.1119],0.048557840357009066,0.002793899217546005,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.011/SEG.00,0.7022871899969728,0.15,0.005930985477423156,[0.4441 0.222  0.222  0.1119],0.051765403352913054,0.00493534468604539,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.011/SEG.00,0.7021317486887868,0.15,0.0045360144765007205,[0.4441 0.222  0.222  0.1119],0.04836863401835306,0.0025522702672383193,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.012/SEG.00,0.70228717367221,0.15,0.005735938179270947,[0.4441 0.222  0.222  0.1119],0.051726514928409656,0.004435747497740933,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.012/SEG.00,0.7021317395123925,0.15,0.004380375924271653,[0.4441 0.222  0.222  0.1119],0.04812024585900046,0.0023059148268243083,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.013/SEG.00,0.702287153301136,0.15,0.005519486212279675,[0.4441 0.222  0.222  0.1119],0.05165205661659751,0.00392668038768827,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.013/SEG.00,0.7021317270740902,0.15,0.0042069156867952555,[0.4441 0.222  0.222  0.1119],0.04779404174906423,0.0020564769308577084,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.014/SEG.00,0.7022871316552113,0.15,0.005277794964387782,[0.4441 0.222  0.222  0.1119],0.05152000845361924,0.0034125511356453975,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.014/SEG.00,0.7021317143003388,0.15,0.0040123894378573,[0.4441 0.222  0.222  0.1119],0.04728496114261375,0.0018131157547342017,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.015/SEG.00,0.7022871093529,0.15,0.005005318990524523,[0.4441 0.222  0.222  0.1119],0.051301479483602454,0.0028980272296061284,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.015/SEG.00,0.7021317020421564,0.15,0.003792506685965853,[0.4441 0.222  0.222  0.1119],0.046567995223164085,0.001575786804012579,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.016/SEG.00,0.7022870741879059,0.15,0.0046938368930202245,[0.4441 0.222  0.222  0.1119],0.05083680317144741,0.002405478836686986,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.016/SEG.00,0.7021316782351188,0.15,0.0035365067351884397,[0.4441 0.222  0.222  0.1119],0.04404245903902351,0.0014680819679674534,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.017/SEG.00,0.702287053017293,0.15,0.004333366181662436,[0.4441 0.222  0.222  0.1119],0.04999414190732815,0.0019424625489379754,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.017/SEG.00,0.7021316701236658,0.15,0.003249161367688647,[0.4441 0.222  0.222  0.1119],0.041038209033934014,0.0013679403011311348,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.018/SEG.00,0.7022870055184858,0.15,0.0039070489028884,[0.4441 0.222  0.222  0.1119],0.04761380280494566,0.0015871267601648372,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.018/SEG.00,0.7021316377317132,0.15,0.00292691998815334,[0.4441 0.222  0.222  0.1119],0.03758009605783973,0.0012526698685946592,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.019/SEG.00,0.7022869731062253,0.15,0.0033951186135219424,[0.4441 0.222  0.222  0.1119],0.04238109182790745,0.001412703060930246,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.019/SEG.00,0.7021316229616259,0.15,0.002561695100007907,[0.4441 0.222  0.222  0.1119],0.03346183034574224,0.0011153943448580733,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.020/SEG.00,0.702286911174239,0.15,0.0027966351602433446,[0.4441 0.222  0.222  0.1119],0.03586810551140914,0.0011956035170469599,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.020/SEG.00,0.7021315820242607,0.15,0.0021527447606228324,[0.4441 0.222  0.222  0.1119],0.028356611061043535,0.000945220368701448,[0.4441 0.222  0.222  0.1119]
U_SKIN/U_SKIN.021/SEG.00,0.7022868601058857,0.15,0.0021502594077209875,[0.4441 0.222  0.222  0.1119],0.027597321694785765,0.0009199107231595261,[0.4441 0.222  0.222  0.1119]
L_SKIN/L_SKIN.021/SEG.00,0.7021315562266374,0.15,0.0017346982961241417,[0.4441 0.222  0.222  0.1119],0.025,0.0008333333333333325,[0.4441 0.222  0.222  0.1119]
